hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2011_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,race21_t,race26_t,occ2012_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,pair,stayed_public,exited_public,switched_class94,analytic_sample
210709948086740,4,2.0,1,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,1.0,7,3,30,1.0,1,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,,1.0,3800.0,1520.0,1.0,,,,,11419.4071,2863.4393,0,0,0.0,0.0,0,0,51781,2,,,,1.0,1.0,,2884.7603,9470.0,3850.0,-1,,,,,,,124010.0,2012,627,624,0,0,0,0,0,18.0,1.0,,,12.0,51.0,2012,1.0,1,8,2,9000,90001,1,17,16980,0,1.0,1.0,1.0,7,3,31,1.0,1,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,800.0,1500.0,1.0,,2.0,,,11772.5693,2896.9261,1,1,0.0,1.0,0,0,22969,2,,,,2.0,,,2893.1352,9470.0,3850.0,-1,,,,,,,124039.0,2013,639,624,1,0,0,0,1,16.0,12.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
271381032709399,4,1.0,4,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,,7,1,56,,2,43,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,1590.9,1.0,,,,,12007.7591,3038.2714,0,0,0.0,,0,0,34930,1,,,,2.0,,,3072.815,7860.0,2300.0,-1,,,,,,,124015.0,2012,627,624,0,0,0,0,0,16.0,1.0,,,8.0,40.0,2012,1.0,4,8,2,9000,90001,1,17,16980,0,1.0,1.0,,7,1,57,,2,43,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2000.0,807.69,1.0,,,,,11727.9057,2823.5734,0,0,0.0,0.0,0,0,35797,1,,,,2.0,,,2801.318,7860.0,2540.0,-1,,,,,,,124049.0,2013,639,624,0,0,0,0,0,16.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
769030996100921,4,2.0,4,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,52,,2,44,2,,1,1,1,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,72.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,2.0,,,,14952.5897,3736.4743,0,0,0.0,,0,0,62828,1,,,,,,3.0,3763.882,9470.0,2160.0,4010,,,,,4.0,1.0,124128.0,2012,627,624,0,0,0,0,0,18.0,2.0,,,7.0,51.0,2012,2.0,4,8,2,9000,90001,1,17,16980,0,1.0,1.0,1.0,7,1,53,,2,43,2,,1,1,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1192.3,1.0,,2.0,,,13591.3438,3313.7724,0,0,0.0,,0,0,9273,1,,,,2.0,,,3307.7655,9470.0,2100.0,-1,,,,,4.0,1.0,124176.0,2013,639,624,0,0,0,0,0,16.0,7.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
769030996100921,4,2.0,4,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,1.0,7,7,54,,1,44,2,,2,2,1,4,2,57,57,57,1,0,0,1.0,2.0,4.0,30.0,,,,,,,,10.0,3.0,0.0,1,1.0,1.0,1.0,6700.0,2288.46,1.0,,,,,14457.3952,3513.6335,3,1,0.0,0.0,0,0,62828,2,,,,,,2.0,3571.8059,7860.0,2330.0,-1,,,,,4.0,1.0,124131.0,2012,627,624,0,0,1,0,0,18.0,2.0,,,8.0,40.0,2012,2.0,4,8,2,9000,90001,1,17,16980,0,1.0,1.0,1.0,7,7,55,,1,44,2,,2,1,4,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1700.0,680.0,1.0,,,,,12091.953,3519.5183,4,1,0.0,0.0,0,0,9273,2,,,,,,3.0,3485.6579,7860.0,2310.0,-1,,,,,4.0,1.0,124179.0,2013,639,624,0,0,0,1,0,18.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
960017609129390,4,1.0,7,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,1.0,7,2,66,,2,42,2,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,,,,9404.1143,3308.0035,0,0,0.0,,0,0,8775,1,,,3.0,,,,3332.2683,9380.0,430.0,-1,,,,,,,124206.0,2012,627,624,0,0,0,0,0,14.0,2.0,,,1.0,51.0,2012,1.0,7,8,2,9000,90001,1,17,16980,0,1.0,1.0,1.0,7,2,67,,2,42,2,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,1538.46,2.0,2.0,,,,13675.6435,3106.521,0,0,0.0,,0,0,22972,1,,,3.0,,,,3100.8898,6970.0,5700.0,-1,,,,,,,124237.0,2013,639,624,0,0,0,0,0,14.0,17.0,32.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
2111270980698,4,2.0,1,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,1,76,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2150.0,860.0,1.0,,,,,10432.0447,2822.7745,4,6,0.0,0.0,0,0,22347,1,,,2.0,,,,2746.9846,9370.0,4220.0,-1,,,,,,,124215.0,2012,627,624,0,0,0,1,0,13.0,1.0,,,14.0,51.0,2012,2.0,1,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,1,77,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,8.0,16.0,,,8.0,,,4.0,3.0,0.0,1,2.0,,1.0,2300.0,920.0,1.0,,,,,9826.4197,2733.6543,4,6,0.0,0.0,0,0,23141,1,,,2.0,,,,2658.3145,9370.0,7340.0,-1,,,,,,,124254.0,2013,639,624,0,0,0,1,0,13.0,20.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
71170042907094,4,1.0,1,4,2,9000,90001,1,1,33,17,41180,163,2.0,1.0,,6,1,57,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,900.0,2.0,2.0,,,,11571.3383,2927.8457,0,0,0.0,,0,0,5067,1,1.0,,,,,,2961.1339,9370.0,430.0,-1,,,,,,,124271.0,2012,627,624,0,0,0,0,0,12.0,1.0,,,1.0,51.0,2012,1.0,1,8,2,9000,90001,1,17,41180,163,2.0,1.0,,6,1,58,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,800.0,2.0,2.0,,,,11779.0906,2835.8966,0,0,0.0,,0,0,19644,1,1.0,,,,,,2813.544,9370.0,430.0,-1,,,,,,,124305.0,2013,639,624,0,0,0,0,0,12.0,1.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
190173096312738,4,1.0,7,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,2,57,,2,43,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1579.0,552.41,1.0,,,,,11550.465,2922.5642,0,0,0.0,0.0,0,0,8767,1,,,,2.0,,,2955.7923,7860.0,2540.0,-1,,,,,,,124327.0,2012,627,624,0,0,0,0,0,16.0,1.0,,,8.0,40.0,2012,1.0,7,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,2,58,,2,43,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,37.0,,37.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1550.0,573.5,1.0,,,,,11834.9779,2849.3518,0,0,0.0,0.0,0,0,22952,1,,,,1.0,2.0,,2826.8932,7860.0,2540.0,-1,,,,,,,124357.0,2013,639,624,0,0,0,0,0,17.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
302904531484537,4,1.0,1,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,1,57,2.0,2,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1400.0,490.0,1.0,,,,,11550.465,2922.5642,0,0,1.0,1.0,0,42,8768,1,,,3.0,,,,2955.7923,7860.0,4020.0,-1,,,,,,,124424.0,2012,627,624,0,0,0,0,0,14.0,1.0,,,13.0,40.0,2012,2.0,1,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,1,58,2.0,2,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,36.0,,36.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1250.0,437.5,1.0,,,,,11834.9779,2849.3518,0,0,0.0,0.0,0,0,45223,1,,,2.0,,,,2826.8932,7860.0,4020.0,-1,,,,,,,124454.0,2013,639,624,0,0,0,0,0,13.0,13.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,True,1
387048820069107,4,1.0,1,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,4,22,,2,43,1,,4,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1775.0,710.0,2.0,2.0,1.0,1.0,2.0,14063.4497,3357.7762,0,0,1.0,1.0,0,0,44713,4,,,,1.0,1.0,,3383.2419,7860.0,2320.0,-1,,,,,2.0,1.0,124460.0,2012,627,624,0,0,0,0,0,18.0,1.0,,,8.0,40.0,2012,2.0,1,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,4,24,,2,43,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2777.0,800.0,2.0,2.0,1.0,1.0,2.0,13061.4182,3239.5674,0,0,1.0,1.0,0,0,19618,4,,,,1.0,1.0,,3236.9206,7860.0,2320.0,2320,,,,,2.0,1.0,124496.0,2013,639,624,0,0,0,0,0,18.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
450878093612847,4,1.0,4,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,1,37,,2,40,2,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,1.0,1.0,1725.0,865.38,1.0,,,,,10251.4007,2649.3376,7,2,0.0,0.0,0,0,22130,1,,,3.0,,,,2606.5298,6290.0,3945.0,-1,,,,,,,124478.0,2012,627,624,1,0,0,1,1,14.0,2.0,,,12.0,23.0,2012,1.0,4,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,1,38,,2,40,2,,1,1,4,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,2.0,2.0,,673.07,1.0,,2.0,,,11350.0781,2902.1027,9,2,0.0,,0,0,9260,1,,,3.0,,,,2875.0257,9590.0,3930.0,-1,,,,,,,124510.0,2013,639,624,0,1,0,1,1,14.0,12.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
847837820459106,4,1.0,1,4,2,9000,90001,1,1,33,17,16980,0,2.0,1.0,,7,1,62,2.0,2,39,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,769.23,1.0,,,,,9669.4154,2823.1794,0,0,0.0,,0,0,22128,1,1.0,,,,,,2843.888,7860.0,5700.0,-1,,,,,,,124663.0,2012,627,624,0,0,0,0,0,12.0,2.0,,,17.0,40.0,2012,1.0,1,8,2,9000,90001,1,17,16980,0,2.0,1.0,,7,1,64,2.0,2,39,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,769.23,1.0,,,,,10284.8198,2725.7373,0,0,0.0,,0,0,52106,1,1.0,,,,,,2720.7964,7860.0,5700.0,-1,,,,,,,124672.0,2013,639,624,0,0,0,0,0,12.0,17.0,40.0,2013,MIS4_to_MIS8,2012-2013,False,True,True,1
160962802002789,4,1.0,1,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,1,47,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,44.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,2200.0,880.0,2.0,2.0,,,,12470.1794,3092.1964,0,0,1.0,1.0,0,41,18863,1,1.0,,,,,,3124.998,9480.0,9130.0,4220,,,,,,,124772.0,2012,627,624,0,0,0,0,0,12.0,1.0,,,22.0,51.0,2012,1.0,1,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,1,49,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,42.0,,,,,,2.0,2.0,0.0,1,1.0,,1.0,3450.0,1897.5,1.0,,2.0,,,11835.7315,2973.0082,0,0,0.0,0.0,0,0,5417,1,1.0,,,,,,2941.2201,8190.0,9130.0,-1,,,,,,,124774.0,2013,639,624,0,0,0,0,0,12.0,22.0,41.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
160962802002789,4,1.0,1,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,3,45,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,37.0,,37.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,4200.0,1554.0,1.0,,,,,12559.1414,3141.3952,0,0,0.0,0.0,0,0,18863,2,,,3.0,,,,3179.6502,7860.0,3255.0,-1,,,,,,,124773.0,2012,627,624,0,0,0,0,0,14.0,1.0,,,10.0,40.0,2012,1.0,1,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,3,46,1.0,2,42,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,37.0,,37.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,4800.0,1776.0,1.0,,2.0,,,13262.1562,3403.5393,0,0,0.0,0.0,0,0,5417,2,,,3.0,,,,3363.0079,7860.0,3255.0,-1,,,,,,,124775.0,2013,639,624,0,0,0,0,0,14.0,10.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
202608621990807,4,2.0,1,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,1,43,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,46.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1014.92,1.0,,,,,10929.2677,2706.8635,3,1,0.0,,0,0,22484,1,,,,2.0,,,2720.9617,9480.0,430.0,-1,,,,,,,124803.0,2012,627,624,0,0,1,0,0,16.0,1.0,,,1.0,51.0,2012,2.0,1,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,1,44,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,2.0,,,11871.5677,2961.3866,3,1,0.0,,0,0,55390,1,,,,2.0,,,2960.2235,9480.0,5000.0,-1,,,,,,,124809.0,2013,639,624,0,0,1,0,0,16.0,17.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
822166209700908,4,1.0,1,4,2,9000,90001,1,1,33,17,0,0,3.0,2.0,,0,3,50,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,25.0,,17.0,,,15.0,,,6.0,3.0,0.0,1,2.0,,1.0,880.0,220.0,2.0,2.0,,,,12041.0043,3040.053,4,1,0.0,0.0,0,0,5060,2,1.0,,,,,,3048.4713,7860.0,4020.0,-1,,,,,,,124877.0,2012,627,624,0,0,0,1,0,12.0,1.0,,,13.0,40.0,2012,1.0,1,8,2,9000,90001,1,17,0,0,3.0,2.0,,0,3,52,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,2.0,4.0,15.0,,,,,,,,10.0,2.0,0.0,1,2.0,,1.0,865.0,129.75,2.0,2.0,2.0,,,12253.1709,3128.2468,4,1,0.0,0.0,0,0,5416,2,1.0,,,,,,3107.1502,7860.0,4220.0,-1,,,,,,,124896.0,2013,639,624,0,0,0,1,0,12.0,14.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,True,1
84751270981696,4,1.0,1,4,2,9000,90001,1,1,33,17,19500,115,,1.0,,2,1,49,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,15.0,,12.0,,,18.0,,,7.0,3.0,0.0,1,2.0,2.0,2.0,,196.15,2.0,2.0,,,,12617.8458,3156.0789,0,0,0.0,,0,0,35118,1,1.0,,,,,,3194.5126,7860.0,9120.0,-1,,,,,,,124886.0,2012,627,624,0,0,0,0,0,12.0,1.0,,,22.0,40.0,2012,2.0,1,8,2,9000,90001,1,17,19500,115,,1.0,,2,1,50,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1580.0,553.0,2.0,2.0,2.0,,,11865.5454,3029.2856,0,0,1.0,1.0,0,42,45350,1,1.0,,,,,,3008.8564,7860.0,6120.0,-1,,,,,,,124914.0,2013,639,624,0,0,0,0,0,12.0,18.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
193972504039799,4,1.0,1,4,2,9000,90001,1,1,33,17,19500,115,,1.0,,2,1,64,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,3.0,1.0,,35.0,8.0,9.0,,,8.0,,,4.0,3.0,0.0,1,2.0,1.0,1.0,900.0,400.0,1.0,,,,,12135.1476,2850.095,0,0,0.0,0.0,0,0,43404,1,1.0,,,,,,2845.5949,9370.0,5810.0,-1,,,,,,,124896.0,2012,627,624,0,0,0,0,0,12.0,1.0,,,17.0,51.0,2012,1.0,1,8,2,9000,90001,1,17,19500,115,,1.0,,2,1,65,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1200.0,230.76,1.0,,,,,12237.6534,3006.6866,0,0,0.0,1.0,0,0,43875,1,1.0,,,,,,2954.8444,9470.0,5860.0,-1,,,,,,,124922.0,2013,639,624,0,0,0,0,0,12.0,17.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
196912907065779,4,1.0,7,4,2,9000,90001,1,1,33,17,16580,0,,1.0,,2,2,26,,2,43,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,10.0,,10.0,,,20.0,,,7.0,2.0,0.0,1,2.0,2.0,2.0,,173.07,2.0,2.0,,,,11808.7176,2949.5205,0,0,0.0,,0,0,22092,1,,,,1.0,1.0,,2971.3229,7870.0,2200.0,-1,,,,,,,124900.0,2012,627,624,0,0,0,0,0,18.0,1.0,,,8.0,40.0,2012,1.0,7,8,2,9000,90001,1,17,16580,0,,1.0,,2,2,27,,2,43,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,10.0,,10.0,,,20.0,,,7.0,2.0,0.0,1,2.0,2.0,2.0,,193.84,2.0,2.0,1.0,1.0,2.0,12995.0037,3187.7372,0,0,0.0,,0,0,22911,1,,,,1.0,1.0,,3234.1423,7870.0,2200.0,-1,,,,,,,124930.0,2013,639,624,0,0,0,0,0,18.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
210709953974399,4,1.0,4,4,2,9000,90001,1,1,33,17,19500,115,,1.0,,2,1,44,,2,42,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,30.0,,30.0,,,14.0,,,6.0,3.0,0.0,1,2.0,,1.0,1000.0,300.0,2.0,2.0,,,,10944.5523,2762.6925,10,2,0.0,0.0,0,0,62853,1,,,5.0,,,,2748.0578,7860.0,2540.0,-1,,,,,,,124916.0,2012,627,624,0,0,1,1,0,16.0,1.0,,,8.0,40.0,2012,1.0,4,8,2,9000,90001,1,17,19500,115,,1.0,,2,1,44,,2,42,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,30.0,,30.0,,,22.0,,,7.0,3.0,0.0,1,2.0,,1.0,1986.0,595.8,1.0,,2.0,,,12008.3785,2946.4812,10,2,0.0,0.0,0,0,36003,1,,,5.0,,,,2947.9149,7860.0,2540.0,-1,,,,,,,124943.0,2013,639,624,0,0,1,1,0,16.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
18351370993090,5,1.0,7,4,2,9000,90001,1,1,33,17,40420,0,1.0,1.0,,3,2,55,,2,42,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,47.0,,47.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,3000.0,1410.0,1.0,,,,,11775.6878,2769.0705,0,0,1.0,1.0,0,0,50945,1,,,3.0,,,,2787.527,7870.0,,-1,,,,,,,161246.0,2012,628,625,0,0,0,0,0,14.0,,1.0,5860.0,17.0,40.0,2012,1.0,7,8,2,9000,90001,1,17,40420,0,1.0,1.0,,3,2,56,,2,42,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,50.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,769.0,1.0,,,,,10251.2143,2749.0085,0,0,1.0,,0,42,23712,1,,,4.0,,,,2705.7768,7870.0,5810.0,-1,,,,,,,161575.0,2013,640,625,0,0,0,0,0,15.0,17.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
31691370940990,5,1.0,7,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,1.0,7,2,60,,2,44,1,,1,0,0,4,2,57,57,117,1,0,0,1.0,1.0,,45.0,,60.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2375.0,1.0,,,,,10031.8997,2582.0931,0,0,0.0,,0,0,50812,1,,,,,,2.0,2514.2423,7860.0,,-1,,,,,,,161247.0,2012,628,625,0,0,0,0,0,18.0,,1.0,2320.0,8.0,40.0,2012,1.0,7,8,2,9000,90001,1,17,16980,0,1.0,1.0,1.0,7,2,61,,2,44,1,,0,0,4,2,57,57,117,1,0,0,1.0,1.0,,45.0,,48.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2115.38,1.0,,,,,11469.1743,2843.6506,0,0,0.0,,0,0,9286,1,,,,,,2.0,2765.4903,7860.0,2320.0,-1,,,,,,,161576.0,2013,640,625,0,0,0,0,0,18.0,8.0,40.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
198943305064788,5,1.0,1,4,2,9000,90001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,61,2.0,2,43,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,3200.0,1285.0,1.0,,,,,13147.018,2962.8033,0,0,0.0,0.0,0,0,42864,1,,,,2.0,,,2974.3974,9470.0,,-1,,,,,,,161297.0,2012,628,625,0,0,0,0,0,16.0,,2.0,5520.0,17.0,51.0,2012,1.0,1,8,2,9000,90001,1,17,16980,0,1.0,1.0,1.0,7,1,61,2.0,2,43,2,,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,1.0,1.0,2200.0,1242.0,1.0,,,,,13480.3112,3159.5981,0,0,0.0,1.0,0,0,35355,1,,,,2.0,,,3087.1936,9470.0,5520.0,-1,,,,,,,161625.0,2013,640,625,0,0,0,0,0,16.0,17.0,51.0,2013,MIS4_to_MIS8,2012-2013,True,False,False,1
