hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,state_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
502349560129403,4,2.0,1,4,2,9100,91001,1,1,23,42,38300,3,2.0,1.0,,5,1,53,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,80.0,,80.0,,,,,,2.0,6.0,0.0,2,,,,,,,,2.0,,,12505.944,2928.4246,0,0,,,0,0,64665,1,1.0,,,,,,2933.323,8980.0,4320.0,-1,,,,,,,141378.0,2013,639,636,0,0,0,0,0,12.0,15.0,48.0,2013,1.0,1,8,2,9100,91001,1,,38300,3,2.0,1.0,,5,1,54,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,85.0,,85.0,,,,,,2.0,6.0,0.0,2,,,,,,,,2.0,,,13536.7004,3416.6102,0,0,,,0,0,24662,1,1.0,,,,,,3381.5781,8980.0,4320.0,-1,,,,,,,141158.0,2014,651,636,0,0,0,0,0,12.0,15.0,48.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
502349560129403,4,2.0,1,4,2,9100,91001,1,1,23,42,38300,3,2.0,1.0,,5,3,59,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,75.0,,75.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,1084.0,2.0,2.0,,,,11293.3336,2896.1978,0,0,1.0,,0,42,64665,2,1.0,,,,,,2898.1885,4670.0,430.0,-1,,,,,,,141379.0,2013,639,636,0,0,0,0,0,12.0,1.0,22.0,2013,1.0,1,8,2,9100,91001,1,,38300,3,2.0,1.0,,5,3,60,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,65.0,,65.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1923.0,2.0,2.0,,,,11958.645,2962.5583,0,0,1.0,,0,42,24662,2,1.0,,,,,,2932.7354,4670.0,430.0,-1,,,,,,,141159.0,2014,651,636,0,0,0,0,0,12.0,1.0,22.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
506901574991492,4,1.0,7,4,2,9100,91001,1,1,23,42,38300,125,2.0,1.0,,5,2,80,,2,39,1,,1,0,0,4,2,57,57,57,1,0,0,1.0,1.0,,15.0,,10.0,,,21.0,,,7.0,4.0,0.0,1,2.0,,1.0,1180.0,177.0,2.0,2.0,,,,12643.0396,3080.1857,0,0,0.0,0.0,0,0,6608,1,1.0,,,,,,3052.7269,5380.0,5240.0,-1,,,,,,,141385.0,2013,639,636,0,0,0,0,0,12.0,17.0,22.0,2013,1.0,7,8,2,9100,91001,1,,38300,125,2.0,1.0,,5,2,80,,2,39,1,,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,,,,12741.9701,3184.8114,0,0,,,0,0,25027,1,1.0,,,,,,3178.4816,5170.0,4760.0,-1,,,,,,,141165.0,2014,651,636,0,0,0,0,0,12.0,16.0,22.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
506902604791182,4,1.0,4,4,2,9100,91001,1,1,23,42,37980,45,2.0,1.0,,7,4,18,,2,37,2,,3,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,9483.2929,2564.3791,0,0,,,0,0,2925,3,,,,,,,2520.0519,,,-1,,,,,1.0,1.0,141388.0,2013,639,636,0,0,0,0,0,11.0,,,2013,1.0,4,8,2,9100,91001,1,,37980,45,2.0,1.0,,7,4,19,,2,38,2,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,11887.7669,2665.0457,0,0,,,0,0,30281,3,,,,,,,2697.5833,,,-1,,,,,1.0,,141168.0,2014,651,636,0,0,0,0,0,12.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
510823092046269,4,1.0,7,4,2,9100,91002,2,2,23,42,37980,91,2.0,1.0,,7,2,49,,2,39,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,37.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1971.0,788.4,2.0,2.0,2.0,,,12066.34,3070.6306,0,0,0.0,0.0,0,0,17115,1,1.0,,,,,,3059.7737,7380.0,4840.0,4620,,,,,,,141390.0,2013,639,636,0,0,0,0,0,12.0,16.0,36.0,2013,1.0,7,8,2,9100,91002,2,,37980,91,2.0,1.0,,7,2,50,,2,39,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,36.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1971.0,1192.3,2.0,2.0,2.0,,,12710.7552,3271.7478,0,0,0.0,0.0,0,0,24939,1,1.0,,,,,,3238.2011,4795.0,4965.0,4620,,,,,,,141169.0,2014,651,636,0,0,0,0,0,12.0,16.0,22.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
510827091246489,4,2.0,1,4,2,9100,91001,1,1,23,42,37980,45,2.0,1.0,,7,1,32,2.0,2,40,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1634.61,2.0,2.0,2.0,,,11393.2963,2830.7168,0,0,0.0,,0,0,31761,1,,,4.0,,,,2835.516,8180.0,7010.0,-1,,,,,,,141391.0,2013,639,636,0,0,0,0,0,15.0,20.0,42.0,2013,2.0,1,8,2,9100,91001,1,,37980,45,2.0,1.0,,7,1,33,2.0,2,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,900.0,2.0,2.0,2.0,,,13277.7009,3341.7363,0,0,1.0,,0,0,59442,1,,,2.0,,,,3405.4643,6990.0,1020.0,-1,,,,,,,141170.0,2014,651,636,0,0,0,0,0,13.0,3.0,33.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
510827091246489,4,2.0,1,4,2,9100,91001,1,1,23,42,37980,45,2.0,1.0,,7,3,41,1.0,1,40,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1923.07,2.0,2.0,2.0,,,11963.7372,2959.302,0,0,0.0,,0,0,31761,2,,,4.0,,,,2983.2063,7670.0,7010.0,-1,,,,,,,141392.0,2013,639,636,0,0,0,0,0,15.0,20.0,38.0,2013,2.0,1,8,2,9100,91001,1,,37980,45,2.0,1.0,,7,3,43,1.0,1,40,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1346.0,2.0,2.0,2.0,,,13118.7322,3245.5651,0,0,1.0,,0,0,59442,2,,,3.0,,,,3269.2989,7670.0,430.0,-1,,,,,,,141171.0,2014,651,636,0,0,0,0,0,14.0,1.0,38.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
524814026909667,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,91,2.0,1.0,,7,1,66,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,45.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,2100.0,2.0,2.0,,,,10060.7008,2775.3125,0,0,0.0,,0,0,3008,1,,,,1.0,2.0,,2721.6939,7870.0,3320.0,-1,4.0,,,,,,141394.0,2013,639,636,0,0,0,0,0,17.0,10.0,40.0,2013,1.0,1,8,2,9100,91001,1,,37980,91,2.0,1.0,,7,1,67,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,45.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1826.92,2.0,2.0,,,,9709.3462,2538.7509,0,0,0.0,,0,0,59464,1,,,,1.0,1.0,,2482.1454,7870.0,3320.0,-1,4.0,,,,,,141173.0,2014,651,636,0,0,0,0,0,18.0,10.0,40.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
524814026909667,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,91,2.0,1.0,,7,3,66,1.0,2,40,1,,2,1,2,1,2,57,120,57,1,0,0,2.0,4.0,,,,,,,,119.0,4.0,11.0,4.0,0.0,2,,,,,,,,,,,9353.6404,2718.8424,0,0,,,0,0,3008,2,,,2.0,,,,2601.3102,4970.0,4060.0,-1,,,,,,,141395.0,2013,639,636,0,0,0,0,0,13.0,13.0,22.0,2013,1.0,1,8,2,9100,91001,1,,37980,91,2.0,1.0,,7,3,66,1.0,2,42,1,,1,2,1,2,57,120,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10939.9372,2734.3995,0,0,,,0,0,59464,2,,,2.0,,,,2728.9649,,,-1,,,,,,,141174.0,2014,651,636,0,0,0,0,0,13.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
524869096909695,4,1.0,1,4,2,9100,91001,1,1,23,42,38300,7,2.0,1.0,,5,1,32,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,15.0,,15.0,,,18.0,,,7.0,4.0,0.0,1,2.0,,1.0,775.0,116.25,2.0,2.0,2.0,,,11821.8548,2937.1942,10,4,0.0,0.0,0,0,50044,1,1.0,,,,,,2942.1739,8680.0,4050.0,-1,,,,,,,141396.0,2013,639,636,0,0,1,1,0,12.0,13.0,46.0,2013,2.0,1,8,2,9100,91001,1,,38300,7,2.0,1.0,,5,1,33,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,4.0,,4.0,,,18.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,810.0,30.0,2.0,2.0,2.0,,,13865.5942,3489.6975,10,4,0.0,0.0,0,0,5773,1,1.0,,,,,,3556.2471,8680.0,4720.0,-1,,,,,,,141175.0,2014,651,636,0,0,1,1,0,12.0,16.0,46.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
524869096909695,4,1.0,1,4,2,9100,91001,1,1,23,42,38300,7,2.0,1.0,,5,3,37,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,3350.0,1675.0,1.0,,2.0,,,12590.5421,3142.8293,10,4,0.0,0.0,0,0,50044,2,1.0,,,,,,3139.5026,770.0,9510.0,-1,,,,,,,141397.0,2013,639,636,0,0,1,1,0,12.0,22.0,4.0,2013,2.0,1,8,2,9100,91001,1,,38300,7,2.0,1.0,,5,3,38,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,60.0,,60.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,3600.0,2000.0,2.0,2.0,2.0,,,14586.3244,3600.387,10,4,0.0,0.0,0,0,5773,2,1.0,,,,,,3635.0353,770.0,9510.0,-1,,,,,,,141176.0,2014,651,636,0,0,1,1,0,12.0,22.0,4.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
530524099846819,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,17,2.0,1.0,,7,1,58,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,37.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1365.0,477.75,2.0,2.0,,,,10883.9348,2791.2066,0,0,0.0,0.0,0,0,16893,1,1.0,,,,,,2793.1252,4670.0,4750.0,-1,,,,,,,141402.0,2013,639,636,0,0,0,0,0,12.0,16.0,22.0,2013,1.0,1,8,2,9100,91001,1,,37980,17,2.0,1.0,,7,1,59,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,37.0,,39.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1200.0,456.0,2.0,2.0,,,,11169.4414,2765.1984,0,0,0.0,0.0,0,0,49032,1,1.0,,,,,,2757.2563,4670.0,9620.0,-1,,,,,,,141181.0,2014,651,636,0,0,0,0,0,12.0,22.0,22.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
530524099846819,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,17,2.0,1.0,,7,3,58,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1346.15,2.0,2.0,,,,11195.4285,2672.7278,0,0,0.0,,0,0,16893,2,,,,,,2.0,2674.131,8180.0,3258.0,-1,,,,,,,141403.0,2013,639,636,0,0,0,0,0,18.0,10.0,42.0,2013,1.0,1,8,2,9100,91001,1,,37980,17,2.0,1.0,,7,3,59,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1346.15,2.0,2.0,,,,11985.9201,2963.7166,0,0,0.0,,0,0,49032,2,,,,,,2.0,2954.9154,7970.0,3258.0,-1,,,,,,,141182.0,2014,651,636,0,0,0,0,0,18.0,10.0,42.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
550126000946310,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,29,2.0,1.0,,7,1,62,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2000.0,2.0,2.0,,,,11171.8639,2633.2243,0,0,0.0,,0,0,16938,1,,,3.0,,,,2661.2215,6990.0,4810.0,-1,4.0,,,,,,141404.0,2013,639,636,0,0,0,0,0,14.0,16.0,33.0,2013,1.0,1,8,2,9100,91001,1,,37980,29,2.0,1.0,,7,1,63,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1826.92,2.0,2.0,,,,12122.5415,3003.161,0,0,0.0,,0,0,24777,1,,,3.0,,,,2972.9293,6990.0,4810.0,-1,4.0,,,,,,141183.0,2014,651,636,0,0,0,0,0,14.0,16.0,33.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
550126000946310,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,29,2.0,1.0,,7,3,61,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1500.0,2.0,2.0,,,,12258.4314,2994.545,0,0,0.0,,0,0,16938,2,,,,1.0,1.0,,2982.7551,8190.0,3255.0,-1,,,,,,,141405.0,2013,639,636,0,0,0,0,0,18.0,10.0,41.0,2013,1.0,1,8,2,9100,91001,1,,37980,29,2.0,1.0,,7,3,62,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1442.3,2.0,2.0,,,,11637.519,2872.5747,0,0,0.0,,0,0,24777,2,,,3.0,,,,2857.7565,8190.0,3255.0,-1,,,,,,,141184.0,2014,651,636,0,0,0,0,0,14.0,10.0,41.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
563499829200940,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,29,2.0,1.0,,7,1,55,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,25.0,,25.0,,,22.0,,,7.0,4.0,0.0,1,2.0,2.0,2.0,,500.0,2.0,2.0,,,,11195.4285,2672.7278,0,0,0.0,,0,0,2877,1,1.0,,,,,,2674.131,7490.0,4965.0,-1,,,,,,,141408.0,2013,639,636,0,0,0,0,0,12.0,16.0,36.0,2013,1.0,1,8,2,9100,91001,1,,37980,29,2.0,1.0,,7,1,56,2.0,2,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,18.0,,,7.0,4.0,0.0,1,2.0,2.0,2.0,,250.0,2.0,2.0,,,,11985.9201,2963.7166,0,0,0.0,,0,0,42859,1,,,3.0,,,,2954.9154,6990.0,5000.0,-1,,,,,,,141186.0,2014,651,636,0,0,0,0,0,14.0,17.0,33.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
563499829200940,4,1.0,1,4,2,9100,91001,1,1,23,42,37980,29,2.0,1.0,,7,3,57,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,45.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2500.0,2.0,2.0,,,,10883.9348,2791.2066,0,0,0.0,,0,0,2877,2,1.0,,,,,,2793.1252,7490.0,4965.0,-1,,,,,,,141409.0,2013,639,636,0,0,0,0,0,12.0,16.0,36.0,2013,1.0,1,8,2,9100,91001,1,,37980,29,2.0,1.0,,7,3,58,1.0,1,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,950.0,2.0,2.0,,,,11169.4414,2765.1984,0,0,0.0,,0,0,42859,2,,,3.0,,,,2757.2563,8870.0,4710.0,-1,,,,,,,141187.0,2014,651,636,0,0,0,0,0,14.0,16.0,47.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
606902144790582,4,1.0,7,4,2,9100,91001,1,1,23,42,37980,91,2.0,1.0,,7,2,58,,2,43,2,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1673.07,2.0,2.0,,,,12114.2621,2657.3154,0,0,0.0,,0,0,20282,1,,,,1.0,2.0,,2674.9753,2190.0,5420.0,-1,,,,,,,141412.0,2013,639,636,0,0,0,0,0,17.0,17.0,19.0,2013,1.0,7,8,2,9100,91001,1,,37980,91,2.0,1.0,,7,2,59,,2,43,2,,0,0,3,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,24.0,,,4.0,,,4.0,4.0,0.0,1,2.0,2.0,2.0,,1673.07,2.0,2.0,,,,13480.3082,3479.013,0,0,0.0,,0,0,66239,1,,,,1.0,1.0,,3456.4051,7460.0,3510.0,-1,,,,,,,141190.0,2014,651,636,0,0,0,0,0,18.0,10.0,36.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
606906854999952,4,1.0,7,4,2,9100,91001,1,1,23,42,38300,7,2.0,1.0,,5,2,62,,2,39,1,,1,0,0,4,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1147.0,435.86,2.0,2.0,,,,12719.5319,3107.1848,0,0,0.0,0.0,0,0,16859,1,1.0,,,,,,3094.9513,8290.0,4610.0,-1,,,,,,,141413.0,2013,639,636,0,0,0,0,0,12.0,15.0,42.0,2013,1.0,7,8,2,9100,91001,1,,38300,7,2.0,1.0,,5,2,63,,2,39,1,,0,0,4,2,57,57,57,1,0,0,1.0,1.0,,30.0,,30.0,,,21.0,,,7.0,5.0,0.0,1,2.0,1.0,1.0,1146.0,300.0,2.0,2.0,,,,12674.0108,3128.4197,0,0,0.0,0.0,0,0,30195,1,1.0,,,,,,3112.2817,8290.0,4610.0,-1,,,,,,,141191.0,2014,651,636,0,0,0,0,0,12.0,15.0,42.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
606908754791702,4,1.0,3,4,2,9100,91001,1,1,23,42,42540,0,2.0,1.0,,4,1,35,,1,39,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,2.0,14.0,-4.0,,,,,,,,10.0,7.0,0.0,2,,,,,,,,2.0,,,12316.4609,3101.9387,3,3,,,0,0,50134,1,2.0,8.0,,,,,3098.6553,770.0,430.0,-1,,,,,,,141414.0,2013,639,636,0,0,1,0,0,12.0,1.0,4.0,2013,1.0,3,8,2,9100,91001,1,,42540,0,2.0,1.0,,4,1,37,,1,37,1,,1,1,5,2,57,57,57,1,0,0,1.0,2.0,14.0,-4.0,,,,,,,,10.0,7.0,0.0,2,,,,,,,,2.0,,,14902.4501,3593.265,3,3,,,0,0,55904,1,,,,,,,3627.8448,770.0,6230.0,-1,,,,,,,141192.0,2014,651,636,0,0,1,0,0,11.0,19.0,4.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
606908754791702,4,1.0,3,4,2,9100,91001,1,1,23,42,42540,0,2.0,1.0,,4,14,21,,2,39,1,,2,0,0,5,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,11429.225,3039.7535,3,3,,,0,0,50134,2,1.0,,,,,,2998.7734,,,-1,,,,,,,141418.0,2013,639,636,0,0,1,0,0,12.0,,,2013,1.0,3,8,2,9100,91001,1,,42540,0,2.0,1.0,,4,14,22,,2,36,1,,0,0,5,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,16028.9005,4109.8562,3,3,,,0,0,55904,2,,,,,,,4076.9346,,,-1,,,,,,,141196.0,2014,651,636,0,0,1,0,0,10.0,,,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,0,recruitment
624938076909493,4,1.0,6,4,2,9126,91261,1,1,23,42,38300,0,2.0,1.0,,5,2,59,,1,39,1,,1,0,0,5,2,57,139,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,2760.0,1115.38,2.0,2.0,,,,11293.3336,2896.1978,0,0,0.0,0.0,0,0,31644,1,2.0,6.0,,,,,2898.1885,8190.0,8610.0,-1,,,,,,,141437.0,2013,639,636,0,0,0,0,0,10.0,21.0,41.0,2013,1.0,6,8,2,9126,91261,1,,38300,0,2.0,1.0,,5,2,60,,1,40,1,,0,0,5,2,57,139,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,5.0,0.0,1,2.0,,1.0,2860.0,1144.0,2.0,2.0,,,,11958.645,2962.5583,0,0,0.0,0.0,0,0,41188,1,,,2.0,,,,2932.7354,8190.0,8610.0,-1,,,,,,,141213.0,2014,651,636,0,0,0,0,0,13.0,21.0,41.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
640209918260175,4,1.0,6,4,2,9100,91001,1,1,23,42,37980,45,2.0,1.0,,7,2,51,,1,39,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,24.0,,,4.0,,,4.0,4.0,0.0,1,2.0,1.0,1.0,2100.0,1519.23,2.0,2.0,2.0,,,11557.2915,2861.309,0,0,0.0,1.0,0,0,6550,1,1.0,,,,,,2872.0268,2190.0,160.0,-1,,,,,,,141445.0,2013,639,636,0,0,0,0,0,12.0,1.0,19.0,2013,1.0,6,8,2,9100,91001,1,,37980,45,2.0,1.0,,7,2,52,,1,39,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,2800.0,1346.15,2.0,2.0,2.0,,,11896.001,2991.3957,0,0,0.0,1.0,0,0,20171,1,1.0,,,,,,2987.2112,4380.0,160.0,-1,,,,,,,141224.0,2014,651,636,0,0,0,0,0,12.0,1.0,21.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
640209940164344,4,2.0,1,4,2,9100,91001,1,1,23,42,38300,3,2.0,1.0,,5,1,32,2.0,2,42,2,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,20.0,,20.0,,,20.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,1250.0,250.0,2.0,2.0,1.0,2.0,2.0,10673.2416,2779.9296,0,0,0.0,0.0,0,0,62057,1,,,4.0,,,,2764.7984,8170.0,4610.0,-1,,,,,,,141446.0,2013,639,636,0,0,0,0,0,15.0,15.0,42.0,2013,1.0,1,8,2,9100,91001,1,,38300,3,2.0,1.0,,5,1,33,2.0,2,41,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,20.0,,,7.0,5.0,0.0,1,2.0,,1.0,1000.0,200.0,2.0,2.0,1.0,1.0,2.0,11725.1187,3094.9904,0,0,1.0,1.0,0,42,62446,1,,,4.0,,,,2963.3872,8170.0,4610.0,-1,,,,,,,141225.0,2014,651,636,0,0,0,0,0,15.0,15.0,42.0,2014,MIS4_to_MIS8,pennsylvania,0,2013-2014,0,0,1,recruitment
