hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
500969093931759,3,1.0,1,4,2,9300,93001,1,1,21.0,36,39100,71,,1.0,,4,1,46,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,4.0,0.0,1,2.0,2.0,2.0,,2115.38,2.0,2.0,2.0,,,13667.1493,3318.2822,10,2,0.0,,0,0,72021,1,,,,2.0,,,3305.5258,6970.0,10.0,-1,,,,,,,100052.0,2014,650,647,0,0,1,1,0,16.0,1.0,32.0,2014,1.0,1,8,2,9300,93001,1,39100,71,,1.0,,4,1,47,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1923.0,2.0,2.0,2.0,,,14392.32,3539.9193,4,2,1.0,,0,42,68829,1,,,,,,,3503.2556,6970.0,10.0,-1,,,,,,,101520.0,2015,662,647,0,0,0,1,0,,1.0,32.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
500969093931759,3,1.0,1,4,2,9300,93001,1,1,21.0,36,39100,71,,1.0,,4,3,50,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1634.61,2.0,2.0,2.0,,,14562.4323,3590.2685,10,2,0.0,,0,0,72021,2,,,3.0,,,,3543.6382,4380.0,4710.0,-1,,,,,,,100053.0,2014,650,647,0,0,1,1,0,14.0,16.0,21.0,2014,1.0,1,8,2,9300,93001,1,39100,71,,1.0,,4,3,51,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,576.0,2.0,2.0,2.0,,,12822.5982,3222.4593,4,2,1.0,,0,42,68829,2,,,,,,,3214.2759,4380.0,4850.0,-1,,,,,,,101521.0,2015,662,647,0,0,0,1,0,,16.0,21.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
600962094431929,3,3.0,1,4,2,9300,93001,1,1,21.0,36,46540,0,,1.0,,3,1,52,2.0,2,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,13577.3284,3351.7061,0,0,,,0,0,71850,1,,,3.0,,,,3458.7443,,,-1,,,,,,,100058.0,2014,650,647,0,0,0,0,0,14.0,,,2014,2.0,1,8,2,9300,93001,1,46540,0,,1.0,,3,1,53,2.0,2,42,1,,1,1,1,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,11911.0575,2977.4791,0,0,,,0,0,23182,1,,,3.0,,,,2987.3208,,,-1,,,,,,,101526.0,2015,662,647,0,0,0,0,0,14.0,,,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,0,recruitment
600962094431929,3,3.0,1,4,2,9300,93001,1,1,21.0,36,46540,0,,1.0,,3,3,62,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,2200.0,1100.0,2.0,2.0,,,,11968.5308,3017.9746,0,0,1.0,1.0,0,42,71850,2,1.0,,,,,,2962.2554,580.0,6440.0,-1,,,,,,,100059.0,2014,650,647,0,0,0,0,0,12.0,19.0,24.0,2014,2.0,1,8,2,9300,93001,1,46540,0,,1.0,,3,3,63,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,2.0,4.0,-4.0,,,,,,,,5.0,4.0,0.0,1,2.0,,1.0,5000.0,1000.0,2.0,2.0,,,,13484.9084,3140.8669,0,0,0.0,0.0,0,0,23182,2,1.0,,,,,,3120.1682,580.0,430.0,-1,,,,,,,101527.0,2015,662,647,0,0,0,0,0,12.0,1.0,24.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
600962094431929,3,3.0,1,4,2,9300,93001,1,1,21.0,36,46540,0,,1.0,,3,4,28,,2,40,1,,3,1,3,7,2,57,57,57,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,15074.3567,3922.206,0,0,,,0,0,71850,3,,,4.0,,,,3840.1034,,,-1,,,,,1.0,2.0,100060.0,2014,650,647,0,0,0,0,0,15.0,,,2014,2.0,1,8,2,9300,93001,1,46540,0,,1.0,,3,4,29,,2,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1400.0,560.0,2.0,2.0,2.0,,,16459.4303,4007.9221,0,0,0.0,0.0,0,0,23182,3,,,4.0,,,,4032.3576,4970.0,4700.0,-1,,,,,1.0,2.0,101528.0,2015,662,647,0,0,0,0,0,15.0,16.0,22.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,0,recruitment
699390955070913,3,1.0,1,4,2,9300,93001,1,1,21.0,36,39100,71,,1.0,,4,1,44,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,17863.4164,4277.3911,0,0,,,0,0,45469,1,1.0,,,,,,4415.7661,,,-1,,,,,,,100065.0,2014,650,647,0,0,0,0,0,12.0,,,2014,1.0,1,8,2,9300,93001,1,39100,71,,1.0,,4,1,45,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,15768.7617,3539.9193,0,0,,,0,0,51087,1,1.0,,,,,,3858.6705,,,-1,,,,,,,101539.0,2015,662,647,0,0,0,0,0,12.0,,,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,0,recruitment
699420462090913,3,1.0,1,4,2,9300,93001,1,1,21.0,36,46540,0,,1.0,,3,1,62,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,-4.0,,55.0,,,,,,2.0,7.0,0.0,2,,,,,,,,,,,12026.5014,3154.725,0,0,,,0,0,65621,1,,,,2.0,,,3095.776,5490.0,4700.0,-1,,,,,,,100067.0,2014,650,647,0,0,0,0,0,16.0,16.0,22.0,2014,2.0,1,8,2,9300,93001,1,46540,0,,1.0,,3,1,64,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,3.0,1.0,,-4.0,,60.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,950.0,2.0,2.0,,,,12545.1916,3165.9099,0,0,1.0,,0,42,11064,1,1.0,,,,,,3129.7122,7070.0,4920.0,4700,,,,,,,101541.0,2015,662,647,0,0,0,0,0,12.0,16.0,34.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
699420462090913,3,1.0,1,4,2,9300,93001,1,1,21.0,36,46540,0,,1.0,,3,3,52,1.0,1,41,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,40.0,,,,,,2.0,7.0,0.0,2,,,,,,,,2.0,,,12586.6012,3290.3278,0,0,,,0,0,65621,2,,,3.0,,,,3272.135,8880.0,4710.0,-1,,,,,,,100068.0,2014,650,647,0,0,0,0,0,14.0,16.0,47.0,2014,2.0,1,8,2,9300,93001,1,46540,0,,1.0,,3,3,54,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,-4.0,,45.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,554.0,2.0,2.0,2.0,,,12986.75,3145.9706,0,0,1.0,,0,42,11064,2,1.0,,,,,,3161.1238,8880.0,4710.0,-1,,,,,,,101542.0,2015,662,647,0,0,0,0,0,12.0,16.0,47.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
699790071760913,3,1.0,1,4,2,9300,93001,1,1,21.0,36,13780,0,,1.0,,3,3,42,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,1000.0,2.0,2.0,2.0,,,15611.1149,3856.4285,3,1,0.0,,0,0,45570,2,1.0,,,,,,3853.1844,7870.0,230.0,-1,,,,,,,100071.0,2014,650,647,0,0,1,0,0,12.0,1.0,40.0,2014,1.0,1,8,2,9300,93001,1,13780,0,,1.0,,3,3,42,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.84,2.0,1.0,2.0,,,81855.4939,20914.7855,3,1,0.0,,0,0,34442,2,1.0,,,,,,20704.8887,7870.0,230.0,-1,,,,,,,101548.0,2015,662,647,0,0,1,0,0,12.0,1.0,40.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
699790071760913,3,1.0,1,4,2,9300,93001,1,1,21.0,36,13780,0,,1.0,,3,4,18,,2,38,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,14775.9089,3815.2733,0,0,,,0,0,45570,3,,,,,,,3849.2923,,,-1,,,,,2.0,1.0,100073.0,2014,650,647,0,0,0,0,0,12.0,,,2014,1.0,1,8,2,9300,93001,1,13780,0,,1.0,,3,4,19,,2,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1000.0,325.0,2.0,2.0,1.0,2.0,2.0,87309.2279,20419.3838,0,0,1.0,1.0,0,0,34442,3,,,1.0,,,,20957.915,8170.0,4610.0,-1,,,,,2.0,1.0,101550.0,2015,662,647,0,0,0,0,0,12.0,15.0,42.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,0,recruitment
956739910509309,3,2.0,1,4,2,9300,93001,1,1,21.0,36,39100,71,,1.0,,4,1,48,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1201.0,2.0,2.0,2.0,,,14102.2113,3457.83,4,2,1.0,,0,0,39110,1,,,,2.0,,,3431.6475,6990.0,136.0,-1,,,,,,,100094.0,2014,650,647,0,0,0,1,0,16.0,1.0,33.0,2014,1.0,1,8,2,9300,93001,1,39100,71,,1.0,,4,1,48,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1923.07,2.0,2.0,2.0,,,13460.8144,3372.495,4,1,0.0,,0,0,68830,1,,,,,,,3374.2593,6990.0,5360.0,-1,,,,,,,101561.0,2015,662,647,0,0,0,1,0,,17.0,33.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
956739910509309,3,2.0,1,4,2,9300,93001,1,1,21.0,36,39100,71,,1.0,,4,3,52,1.0,1,41,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,-4.0,,47.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.84,2.0,2.0,2.0,,,14492.0424,3524.5214,4,2,0.0,,0,0,39110,2,,,3.0,,,,3505.0338,6380.0,60.0,-1,,,,,,,100095.0,2014,650,647,0,0,0,1,0,14.0,1.0,23.0,2014,1.0,1,8,2,9300,93001,1,39100,71,,1.0,,4,3,53,1.0,1,41,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1923.07,2.0,2.0,2.0,,,14055.2706,3404.814,4,1,0.0,,0,0,68830,2,,,3.0,,,,3421.2139,6380.0,60.0,-1,,,,,,,101562.0,2015,662,647,0,0,0,1,0,14.0,1.0,23.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
956739910509309,3,2.0,1,4,2,9300,93001,1,1,21.0,36,39100,71,,1.0,,4,4,17,,2,37,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,2.0,,,20.0,,,7.0,4.0,0.0,1,2.0,,1.0,1250.0,25.0,2.0,2.0,1.0,1.0,1.0,16472.1091,4086.8307,0,0,1.0,1.0,0,0,39110,3,,,,,,,4072.0014,8990.0,5400.0,-1,,,,,1.0,1.0,100097.0,2014,650,647,0,0,0,0,0,11.0,17.0,48.0,2014,1.0,1,8,2,9300,93001,1,39100,71,,1.0,,4,4,18,,2,39,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,16413.1755,4199.1265,0,0,,,0,0,68830,3,1.0,,,,,,4153.1104,,,-1,,,,,1.0,1.0,101564.0,2015,662,647,0,0,0,0,0,12.0,,,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
996469010029303,3,1.0,1,4,2,9300,93001,1,1,21.0,36,39100,27,,1.0,,4,1,30,2.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,800.0,300.0,2.0,2.0,2.0,,,17476.4299,4271.1495,11,5,0.0,0.0,0,0,36455,1,2.0,6.0,,,,,4307.6874,8680.0,4010.0,-1,,,,,,,100117.0,2014,650,647,1,1,1,0,1,10.0,13.0,46.0,2014,1.0,4,8,2,9300,93001,1,39100,27,,1.0,,4,1,31,,2,39,1,,1,1,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,875.0,350.0,2.0,2.0,2.0,,,20699.0505,5044.1903,11,5,0.0,0.0,0,0,42605,1,2.0,6.0,,,,,5071.0123,8680.0,4010.0,-1,,,,,,,101568.0,2015,662,647,1,1,1,0,1,10.0,13.0,46.0,2015,MIS4_to_MIS8,new_york,0,2014-2015,0,0,1,recruitment
1906914893942,3,1.0,1,4,2,9300,93001,1,1,23.0,42,38300,3,1.0,1.0,,5,1,61,2.0,1,40,1,,1,1,1,1,2,57,120,119,1,0,0,1.0,1.0,,60.0,,60.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1057.0,2.0,2.0,,,,11824.2649,2956.4588,0,0,1.0,,0,0,62090,1,,,3.0,,,,2926.549,8180.0,3400.0,-1,4.0,,,,,,103361.0,2014,650,647,0,0,0,0,0,14.0,10.0,42.0,2014,1.0,1,8,2,9300,93001,1,38300,3,1.0,1.0,,5,1,62,2.0,1,40,1,,1,1,1,2,57,120,119,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1450.0,935.0,2.0,2.0,,,,14905.8983,3470.799,0,0,0.0,0.0,0,0,2203,1,,,1.0,,,,3448.96,8180.0,9110.0,-1,4.0,,,,,,104997.0,2015,662,647,0,0,0,0,0,12.0,22.0,42.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
1906914893942,3,1.0,1,4,2,9300,93001,1,1,23.0,42,38300,3,1.0,1.0,,5,3,61,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11541.1442,2853.1856,0,0,,,0,0,62090,2,2.0,7.0,,,,,2885.0098,,,-1,,,,,,,103362.0,2014,650,647,0,0,0,0,0,11.0,,,2014,1.0,1,8,2,9300,93001,1,38300,3,1.0,1.0,,5,3,62,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11819.055,2967.551,0,0,,,0,0,2203,2,2.0,7.0,,,,,2983.3901,,,-1,,,,,,,104998.0,2015,662,647,0,0,0,0,0,11.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
34444120925495,3,1.0,7,4,2,9300,93001,1,1,23.0,42,37980,101,1.0,1.0,,7,2,70,,2,43,2,,1,0,0,7,2,57,57,57,1,0,0,,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,16530.6554,3697.9983,0,0,,,0,0,2417,1,,,,1.0,2.0,,3756.8305,,,-1,,,,,,,103365.0,2014,650,647,0,0,0,0,0,17.0,,,2014,1.0,7,8,2,9300,93001,1,37980,101,1.0,1.0,,7,2,60,,2,43,2,,0,0,7,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,43.0,2.0,11.0,4.0,0.0,2,,,,,,,,,,,32416.0679,3322.8989,0,0,,,0,0,72546,1,,,,,,,3584.7216,7270.0,5700.0,-1,,,,,,,105001.0,2015,662,647,0,0,0,0,0,,17.0,36.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
76254120997194,3,1.0,7,4,2,9300,93001,1,1,23.0,42,42540,0,1.0,1.0,,4,2,77,,2,44,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11429.4288,2861.5235,0,0,,,0,0,2364,1,,,,,,2.0,2857.0836,,,-1,,,,,,,103379.0,2014,650,647,0,0,0,0,0,18.0,,,2014,1.0,7,8,2,9300,93001,1,42540,0,1.0,1.0,,4,2,78,,2,44,1,,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11288.3934,2848.2348,0,0,,,0,0,2267,1,,,,,,,2849.4394,,,-1,,,,,,,105015.0,2015,662,647,0,0,0,0,0,,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
140209959424339,3,1.0,1,4,2,9300,93001,1,1,23.0,42,37980,101,1.0,1.0,,7,1,36,2.0,1,39,6,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1025.0,369.0,1.0,,2.0,,,12564.8476,3182.5528,3,1,0.0,0.0,0,0,13320,1,1.0,,,,,,3204.0571,7680.0,3930.0,-1,2.0,,,,,,103384.0,2014,650,647,0,0,1,0,0,12.0,12.0,38.0,2014,1.0,1,8,2,9300,93001,1,37980,101,1.0,1.0,,7,1,37,2.0,1,39,6,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1100.0,440.0,1.0,,2.0,,,14387.8283,3551.5187,6,2,0.0,0.0,0,0,72547,1,1.0,,,,,,3580.2204,7680.0,3930.0,-1,2.0,,,,,,105035.0,2015,662,647,1,0,1,0,1,12.0,12.0,38.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
140209959424339,3,1.0,1,4,2,9300,93001,1,1,23.0,42,37980,101,1.0,1.0,,7,3,33,1.0,2,39,4,,2,1,2,1,2,247,242,242,5,0,9,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,11302.7658,3051.4551,3,1,,,0,0,13320,2,1.0,,,,,,2879.3129,,,-1,,,,,,,103385.0,2014,650,647,0,0,1,0,0,12.0,,,2014,1.0,1,8,2,9300,93001,1,37980,101,1.0,1.0,,7,3,34,1.0,2,39,4,,1,2,1,2,247,242,242,5,0,9,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,13028.2226,3405.4802,6,2,,,0,0,72547,2,1.0,,,,,,3267.5084,,,-1,,,,,,,105036.0,2015,662,647,1,0,1,0,1,12.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
219495679200648,3,8.0,1,4,2,9300,93001,1,1,23.0,42,37980,101,1.0,1.0,,7,1,46,8.0,1,39,4,,1,1,1,1,2,247,247,247,4,0,15,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1692.0,600.0,2.0,2.0,2.0,,,12539.1001,3046.6521,8,2,0.0,0.0,0,0,59292,1,1.0,,,,,,3032.6967,8680.0,4030.0,-1,,,,,,1.0,103388.0,2014,650,647,0,1,1,0,1,12.0,13.0,46.0,2014,1.0,3,8,2,9300,93001,1,37980,101,1.0,1.0,,7,1,47,,1,39,4,,1,1,5,2,247,247,247,4,0,15,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,14946.0832,3668.3095,3,2,,,0,0,24278,1,1.0,,,,,,3657.3582,,,-1,,,,,,1.0,105047.0,2015,662,647,0,0,1,0,0,12.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,1,recruitment
219495679200648,3,8.0,1,4,2,9300,93001,1,1,23.0,42,37980,101,1.0,1.0,,7,6,79,,1,34,4,,4,1,4,4,2,247,247,247,4,0,10,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14731.8607,3667.5897,0,0,,,0,0,59292,4,,,,,,,3739.4391,,,-1,,,,,,,103392.0,2014,650,647,0,0,0,0,0,7.5,,,2014,1.0,3,8,2,9300,93001,1,37980,101,1.0,1.0,,7,6,80,,1,34,4,,1,4,4,2,247,247,247,4,0,10,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14840.8173,3806.9523,0,0,,,0,0,24278,4,,,,,,,3795.587,,,-1,,,,,,,105050.0,2015,662,647,0,0,0,0,0,7.5,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
219495679200648,3,8.0,1,4,2,9300,93001,1,1,23.0,42,37980,101,1.0,1.0,,7,8,79,5.0,1,39,4,,6,2,1,1,2,247,247,247,4,0,10,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14731.8607,3667.5897,0,0,,,0,0,59292,6,1.0,,,,,,3739.4391,,,-1,,,,,,,103393.0,2014,650,647,0,0,0,0,0,12.0,,,2014,1.0,3,8,2,9300,93001,1,37980,101,1.0,1.0,,7,8,80,5.0,1,39,4,,2,1,1,2,247,247,247,4,0,10,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14840.8173,3806.9523,0,0,,,0,0,24278,6,1.0,,,,,,3795.587,,,-1,,,,,,,105051.0,2015,662,647,0,0,0,0,0,12.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
219495679200648,3,8.0,1,4,2,9300,93001,1,1,23.0,42,37980,101,1.0,1.0,,7,8,80,6.0,2,33,4,,5,2,2,1,2,247,247,247,4,0,10,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14510.7255,3607.5119,0,0,,,0,0,59292,5,,,,,,,3627.3341,,,-1,,,,,,,103394.0,2014,650,647,0,0,0,0,0,5.5,,,2014,1.0,3,8,2,9300,93001,1,37980,101,1.0,1.0,,7,8,80,6.0,2,34,4,,2,2,1,2,247,247,247,4,0,10,2.0,2.0,14.0,50.0,,,,,,,,5.0,4.0,0.0,1,2.0,2.0,2.0,,450.0,2.0,2.0,,,,14378.9389,3383.8004,0,0,1.0,,42,0,24278,5,,,,,,,3336.4401,1280.0,7840.0,-1,,,,,,,105052.0,2015,662,647,0,0,0,0,0,7.5,21.0,14.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
249910278320914,3,1.0,7,4,2,9300,93001,1,1,23.0,42,37980,101,1.0,1.0,,7,2,46,,2,39,2,,1,0,0,7,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,13499.6284,3570.175,0,0,,,0,0,26056,1,1.0,,,,,,3626.9736,,,-1,,,,,,,103398.0,2014,650,647,0,0,0,0,0,12.0,,,2014,1.0,7,8,2,9300,93001,1,37980,101,1.0,1.0,,7,2,47,,2,39,2,,0,0,7,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,13309.902,3470.5055,0,0,,,0,0,57157,1,1.0,,,,,,3459.3925,,,-1,,,,,,,105066.0,2015,662,647,0,0,0,0,0,12.0,,,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
249910278320914,3,1.0,7,4,2,9300,93001,1,1,23.0,42,37980,101,1.0,1.0,,7,12,18,,1,37,2,,2,0,0,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,13383.0456,3128.9049,0,0,,,0,0,26056,2,,,,,,,3200.5554,,,-1,,,,,,,103399.0,2014,650,647,0,0,0,0,0,11.0,,,2014,1.0,7,8,2,9300,93001,1,37980,101,1.0,1.0,,7,12,19,,1,37,2,,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,30.0,,30.0,,,20.0,,,7.0,4.0,0.0,1,2.0,,1.0,750.0,225.0,2.0,2.0,1.0,1.0,1.0,14406.875,3065.3869,0,0,1.0,1.0,0,42,57157,2,,,,,,,3044.7804,4970.0,4720.0,-1,,,,,,,105067.0,2015,662,647,0,0,0,0,0,11.0,16.0,22.0,2015,MIS4_to_MIS8,pennsylvania,0,2014-2015,0,0,0,recruitment
